"symptom","category","subcategory","question","question_korean","id","source","is_relevant","labeler"
"기타 만성 부비동염, R/O Odontogenic sinusitis Lt, J342 Fungal sinusitis Lt, 편위된 비중격, 코선반의 비대, R/O 부비동의 기타 폴립","Review of systems","nasal structure","Have you experienced any changes in the structure or appearance of your nose?","코의 구조나 외형에 변화를 경험한 적이 있습니까?",114,"gpt-4-turbo",NA,NA
"만성 근단치주염, 근단주위 육아종 K04.5","Details of the complaint","location","Which tooth or area are you experiencing discomfort in?","어느 치아나 부위에 불편함을 느끼고 계십니까?",115,"gpt-4-turbo",NA,NA
"만성 근단치주염, 근단주위 육아종 K04.5","Details of the complaint","severity","How severe is the pain on a scale of 1 to 10?","통증의 심각도를 1에서 10까지의 척도로 어떻게 평가하시나요?",116,"gpt-4-turbo",NA,NA
"만성 근단치주염, 근단주위 육아종 K04.5","Details of the complaint","timing","Does the pain occur spontaneously or is it triggered by something such as eating or touching?","통증은 저절로 발생하나요, 아니면 식사나 만짐과 같은 무언가에 의해 유발되나요?",117,"gpt-4-turbo",NA,NA
"만성 근단치주염, 근단주위 육아종 K04.5","Details of the complaint","associated symptoms","Have you noticed any gum swelling, discharge, or bad taste around the affected area?","영향 받은 부위 주변에서 잇몸이 붓거나 분비물이 나오거나 나쁜 맛을 느낀 적이 있습니까?",118,"gpt-4-turbo",NA,NA
"만성 근단치주염, 근단주위 육아종 K04.5","Review of systems","oral health","Have you experienced any other oral symptoms such as loose teeth or changes in tooth color?","치아가 흔들리거나 치아 색깔이 변하는 등 다른 구강 증상을 경험한 적이 있습니까?",119,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Details of the complaint","location","Can you specify where exactly you feel discomfort in your ankle or foot?","발목이나 발 어디에서 불편함을 느끼시나요?",120,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Details of the complaint","severity","How severe is the pain in your ankle or foot on a scale of 1 to 10?","발목이나 발의 통증 정도를 1에서 10까지의 척도로 어떻게 평가하시나요?",121,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Details of the complaint","timing","Do you notice if the discomfort in your ankle or foot is worse at specific times of the day?","하루 중 특정 시간에 발목이나 발의 불편함이 더 심해지나요?",122,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Details of the complaint","aggravating factors","What activities aggravate your ankle or foot discomfort?","어떤 활동을 할 때 발목이나 발의 불편함이 심해지나요?",123,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Details of the complaint","associated symptoms","Have you experienced any swelling, redness, or warmth in the affected area?","영향을 받은 부위에 부종, 발적 또는 열감이 있었나요?",124,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Review of systems","mobility","Has there been any decrease in your mobility due to the ankle or foot issue?","발목이나 발 문제로 인해 이동성이 감소했나요?",125,"gpt-4-turbo",NA,NA
"상세불명의 경제연구청층, 발목 및 발 M1997 이단성 M932","Review of systems","skin changes","Have you noticed any skin changes or discoloration around your ankle or foot?","발목이나 발 주위에 피부 변화나 변색이 있었나요?",126,"gpt-4-turbo",NA,NA
"종격동내 갑상선종, 갑상선결절","Details of the complaint","associated symptoms","Have you experienced any difficulty swallowing?","삼키는 데 어려움을 겪은 적이 있습니까?",127,"gpt-4-turbo",NA,NA
"종격동내 갑상선종, 갑상선결절","Details of the complaint","associated symptoms","Have you noticed any changes in your voice, such as hoarseness?","목소리의 변화, 예를 들어 쉰 목소리를 느낀 적이 있습니까?",128,"gpt-4-turbo",NA,NA
"종격동내 갑상선종, 갑상선결절","Details of the complaint","associated symptoms","Do you feel any pressure or pain in your neck?","목에 압박감이나 통증을 느꼈던 적이 있습니까?",129,"gpt-4-turbo",NA,NA
"종격동내 갑상선종, 갑상선결절","Review of systems","respiratory","Have you experienced any shortness of breath?","호흡곤란을 겪은 적이 있습니까?",130,"gpt-4-turbo",NA,NA
"종격동내 갑상선종, 갑상선결절","Review of systems","cardiovascular","Have you had any episodes of rapid heartbeat or palpitations?","심장 두근거림이나 빠른 심장박동을 경험한 적이 있습니까?",131,"gpt-4-turbo",NA,NA
"국소부종 R600, 아래허리통증-허리부위 M5456","Details of the complaint","timing","When do you typically experience lower back pain?","하부 허리 통증을 언제 가장 많이 경험하십니까?",132,"gpt-4-turbo",NA,NA
"국소부종 R600, 아래허리통증-허리부위 M5456","Details of the complaint","aggravating factors","Are there specific activities or positions that worsen your lower back pain?","하부 허리 통증을 악화시키는 특정 활동이나 자세가 있습니까?",133,"gpt-4-turbo",NA,NA
"국소부종 R600, 아래허리통증-허리부위 M5456","Review of systems","neurological","Have you noticed any numbness, tingling, or weakness in your legs?","다리에 저림, 따끔거림 또는 약화가 있었습니까?",134,"gpt-4-turbo",NA,NA
"국소부종 R600, 아래허리통증-허리부위 M5456","Review of systems","associated symptoms","Have you observed any redness or warmth around the swollen area?","부종이 있는 부위에 발적이나 따뜻함이 있었습니까?",135,"gpt-4-turbo",NA,NA
"국소부종 R600, 아래허리통증-허리부위 M5456","Details of the complaint","duration","How long have you been experiencing localized swelling?","국소 부종을 얼마나 오래 경험하셨습니까?",136,"gpt-4-turbo",NA,NA
"국소부종 R600, 아래허리통증-허리부위 M5456","Review of systems","skin","Is there any skin discolouration or bruising associated with the swelling?","부종과 관련하여 피부 변색이나 멍이 있습니까?",137,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Details of the complaint","timing","When did you first notice symptoms related to your gallbladder?","담낭 증상을 처음 언제 느끼셨나요?",138,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Details of the complaint","severity","How severe is the pain or discomfort you experience?","느끼는 통증이나 불편함의 정도가 얼마나 심한가요?",139,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Details of the complaint","associated symptoms","Do you experience nausea or vomiting along with the gallbladder issues?","담낭 문제와 함께 구토나 메스꺼움을 경험하셨나요?",140,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Details of the complaint","aggravating factors","Do certain foods or activities aggravate your gallbladder symptoms?","특정 음식이나 활동이 담낭 증상을 악화시키나요?",141,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Review of systems","digestive","Have you noticed any changes in your bowel movements or stool color?","배변 습관이나 변 색깔에 변화가 있었나요?",142,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Review of systems","weight changes","Have you experienced any unexplained weight loss or weight gain?","설명할 수 없는 체중 감소나 체중 증가를 경험하셨나요?",143,"gpt-4-turbo",NA,NA
"담당기저부의 불규칙한 담벽 비후 r/o 탐낭 종양","Review of systems","fever","Have you had any episodes of fever?","열이 난 적이 있나요?",144,"gpt-4-turbo",NA,NA
"양손 원위지관절의 변형 및 통증","Details of the complaint","location","Can you point out the exact locations on your hands where you feel the deformity and pain?","손에서 변형과 통증을 느끼는 정확한 위치를 가리켜 주실 수 있습니까?",145,"gpt-4-turbo",NA,NA
"양손 원위지관절의 변형 및 통증","Details of the complaint","severity","On a scale from 1 to 10, how would you rate the pain you are experiencing in your hands?","1에서 10까지의 척도에서, 손의 통증을 얼마나 심하게 느끼십니까?",146,"gpt-4-turbo",NA,NA
"양손 원위지관절의 변형 및 통증","Details of the complaint","aggravating factors","Are there specific activities or times of day when the pain or deformity in your hands worsens?","손의 통증이나 변형이 악화되는 구체적인 활동이나 시간이 있습니까?",147,"gpt-4-turbo",NA,NA
"양손 원위지관절의 변형 및 통증","Review of systems","motor function","Have you experienced any difficulty in gripping or manipulating objects with your hands?","손으로 물건을 잡거나 다루는 데 어려움을 겪은 적이 있습니까?",148,"gpt-4-turbo",NA,NA
"양손 원위지관절의 변형 및 통증","Review of systems","skin changes","Have you noticed any changes in the skin around your hands, such as color changes, rashes, or thickening?","손 주변 피부의 색 변화, 발진, 두꺼워짐과 같은 변화를 눈치채신 적이 있습니까?",149,"gpt-4-turbo",NA,NA
"고혈압(동맥성, 본태성, 일차성, 전신)","Details of the complaint","severity","How severe is your headache, if you have any?","두통이 있다면, 그 정도가 얼마나 심합니까?",150,"gpt-4-turbo",NA,NA
"고혈압(동맥성, 본태성, 일차성, 전신)","Details of the complaint","associated symptoms","Have you noticed any episodes of dizziness or lightheadedness?","어지럼증이나 현기증을 느낀 적이 있습니까?",151,"gpt-4-turbo",NA,NA
"고혈압(동맥성, 본태성, 일차성, 전신)","Review of systems","visual","Have there been any changes in your vision such as blurriness?","시력 변화가 있었나요? 예를 들어, 시야가 흐려지는 현상이 있습니까?",152,"gpt-4-turbo",NA,NA
"고혈압(동맥성, 본태성, 일차성, 전신)","Review of systems","cardiovascular","Have you experienced any chest pain or palpitations?","가슴 통증이나 심계항진을 경험한 적이 있습니까?",153,"gpt-4-turbo",NA,NA
"고혈압(동맥성, 본태성, 일차성, 전신)","Lifestyle details","diet","Can you describe your typical salt intake?","평소 섭취하는 소금의 양을 설명해 주실 수 있습니까?",154,"gpt-4-turbo",NA,NA
"고혈압(동맥성, 본태성, 일차성, 전신)","Lifestyle details","physical activity","How often do you engage in physical activity?","운동을 얼마나 자주 하십니까?",155,"gpt-4-turbo",NA,NA
"담낭의 악성 신생물 C23","Details of the complaint","severity","How would you rate the pain or discomfort in the abdominal area on a scale of 1 to 10?","복부 통증이나 불편함을 1에서 10까지 어느 정도로 평가하시겠습니까?",156,"gpt-4-turbo",NA,NA
"담낭의 악성 신생물 C23","Details of the complaint","timing","Does the pain occur after eating or during specific times of the day?","식사 후나 하루 중 특정 시간에 통증이 발생합니까?",157,"gpt-4-turbo",NA,NA
"담낭의 악성 신생물 C23","Review of systems","weight changes","Have you experienced any unexpected weight loss recently?","최근에 예상치 못한 체중 감소가 있었습니까?",158,"gpt-4-turbo",NA,NA
"담낭의 악성 신생물 C23","Review of systems","appetite","Have you noticed any changes in your appetite?","식욕에 변화가 있었습니까?",159,"gpt-4-turbo",NA,NA
"담낭의 악성 신생물 C23","Review of systems","jaundice","Have you noticed any yellowing of your skin or the whites of your eyes?","피부나 눈의 흰자위가 노랗게 변한 것을 느끼셨습니까?",160,"gpt-4-turbo",NA,NA
